"year","met","variable","value","description","units"
1945,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1946,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1947,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1948,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1949,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1950,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1951,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1952,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1953,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1954,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1955,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1956,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1957,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1958,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1959,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1960,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1961,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1962,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1963,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1964,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1965,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1966,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1967,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1968,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1969,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1970,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1971,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1972,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1973,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1974,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1975,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1976,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1977,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1978,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1979,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1980,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1981,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1982,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1983,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1984,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1985,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1986,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1987,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1988,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1989,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1990,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1991,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1992,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1993,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1994,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1995,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1996,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1997,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1998,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1999,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2000,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2001,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2002,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2003,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2004,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2005,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2006,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2007,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2008,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2009,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2010,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2011,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2012,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2013,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2014,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2015,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2016,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2017,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2018,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2019,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2020,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2021,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2022,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2023,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2024,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2025,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2026,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2027,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2028,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2029,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2030,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2031,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2032,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2033,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2034,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2035,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2036,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2037,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2038,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2039,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2040,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2041,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2042,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2043,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2044,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2045,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2046,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2047,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2048,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2049,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
2050,"2012","nddsf",30.7969775728447,"near IR diffuse downward solar radiation","W m-2"
1900,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1901,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1902,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1903,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1904,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1905,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1906,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1907,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1908,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1909,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1910,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1911,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1912,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1913,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1914,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1915,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1916,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1917,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1918,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1919,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1920,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1921,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1922,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1923,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1924,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1925,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1926,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1927,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1928,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1929,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1930,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1931,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1932,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1933,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1934,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1935,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1936,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1937,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1938,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1939,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1940,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1941,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1942,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1943,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1944,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1945,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1946,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1947,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1948,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1949,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1950,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1951,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1952,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1953,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1954,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1955,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1956,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1957,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1958,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1959,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1960,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1961,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1962,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1963,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1964,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1965,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1966,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1967,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1968,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1969,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
1970,"2012","vbdsf",37.0285584265159,"visible beam downward solar radiation","W m-2"
